genre,wiki_title,confidence,source
jazz tico,Tico-Tico no Fubá,medium,wikipedia_fallback
japanese classical piano,Music genre,medium,wikipedia_fallback
freakbeat,Freakbeat,high,wikidata
musica calabrese,Salvatore Frega,medium,wikipedia_fallback
knoxville indie,Electronic dance music,medium,wikipedia_fallback
stomp and whittle,List of musical supergroups,medium,wikipedia_fallback
musica capixaba,Dead Fish (band),medium,wikipedia_fallback
detroit rock,Detroit rock music,high,override
alte,Alté,medium,wikipedia_fallback
caribbean metal,Music genre,medium,wikipedia_fallback
scottish rock,Travis (band),medium,wikipedia_fallback
wellington indie,Rapture Ruckus,medium,wikipedia_fallback
h8000,Music of Belgium,medium,wikipedia_fallback
bayerischer rap,2024 in music,medium,wikipedia_fallback
croatian pop,Popular music in Croatia,medium,wikipedia_fallback
bulgarian hip hop,Bulgarian hip-hop,high,wikidata
slow game,List of video game genres,medium,wikipedia_fallback
lithuanian hip hop,G&G Sindikatas,medium,wikipedia_fallback
oakland hip hop,Montezuma's Revenge (album),medium,wikipedia_fallback
israeli techno,Noy Alooshe,medium,wikipedia_fallback
mluvene slovo,,none,unmatched
austro-german modernism,John Daverio,medium,wikipedia_fallback
moravian folk,Moravian folk music,high,wikidata
classical performance,Manhattan School of Music,medium,wikipedia_fallback
musica de intervencao,Protest song,high,wikidata
naija worship,List of Igbo music artists,medium,wikipedia_fallback
eugene indie,Music of the Pacific Northwest,medium,wikipedia_fallback
new delhi indie,Sanjeeta Bhattacharya,medium,wikipedia_fallback
cantautora argentina,Karina Vismara,medium,wikipedia_fallback
swedish pop,Popular music in Sweden,medium,wikipedia_fallback
arkansas indie,Music of Arkansas,medium,wikipedia_fallback
deep dance pop,List of electronic music genres,medium,wikipedia_fallback
brasilia indie,Music of Brazil,medium,wikipedia_fallback
outlaw country,Outlaw country,high,wikidata
belarusian indie,Open Space (band),medium,wikipedia_fallback
leicester indie,Oliver Sean,medium,wikipedia_fallback
tijuana indie,Murcof,medium,wikipedia_fallback
progressive alternative,Alternative rock,medium,wikipedia_fallback
indie michoacano,,none,unmatched
turkmen pop,Music of Turkmenistan,medium,wikipedia_fallback
c86,C86,medium,wikipedia_fallback
greek psychedelic rock,Aphrodite's Child,medium,wikipedia_fallback
bangla pop,Muhin Khan,medium,wikipedia_fallback
uk post-punk revival,Post-punk revival,medium,wikipedia_fallback
norwegian pop rap,Music genre,medium,wikipedia_fallback
australian thrash metal,Australian thrash metal,high,wikidata
rautalanka,Rautalanka,high,wikidata
trap cristao,Child of God II,medium,wikipedia_fallback
muzica banateana,Gypsy jazz,medium,wikipedia_fallback
ghanaian alternative,Afrobeats,medium,wikipedia_fallback
fijian pop,Music genre,medium,wikipedia_fallback
ritmo kombina,Combined rhythm,medium,wikipedia_fallback
toronto rap,Canadian hip-hop,medium,wikipedia_fallback
pinoy hip hop,Pinoy hip-hop,high,wikidata
romanian trap,Emaa,medium,wikipedia_fallback
early modern classical,Music genre,medium,wikipedia_fallback
italo beats,List of music genres and styles,medium,wikipedia_fallback
taiwan classical performance,Music genre,medium,wikipedia_fallback
radio symphony,Frankfurt Radio Symphony,medium,wikipedia_fallback
future house,Future house,high,wikidata
grand rapids indie,The Crane Wives,medium,wikipedia_fallback
canzone d'autore,Bard (Soviet Union),high,wikidata
czech folk,Music of the Czech Republic,medium,wikipedia_fallback
musica mato-grossense,,none,unmatched
bow pop,Over the Rainbow (2010 TV series),medium,wikipedia_fallback
galego,Tenso,medium,wikipedia_fallback
kolsche karneval,Brings,medium,wikipedia_fallback
baroque woodwind,Woodwind instrument,medium,wikipedia_fallback
french baroque,Music history of France,medium,wikipedia_fallback
german blues,Henrik Freischlader,medium,wikipedia_fallback
bubblegum dance,Bubblegum dance,high,wikidata
chinese indie,Omnipotent Youth Society,medium,wikipedia_fallback
ontario indie,List of music festivals in Canada,medium,wikipedia_fallback
post-teen pop,Miley Cyrus & Her Dead Petz,medium,wikipedia_fallback
alabama indie,The Distance (Taylor Hicks album),medium,wikipedia_fallback
nova musica pernambucana,Music of Brazil,medium,wikipedia_fallback
vintage cantonese pop,Cantopop,medium,wikipedia_fallback
classic girl group,He's So Shy,medium,wikipedia_fallback
malian traditional,Music of Mali,medium,wikipedia_fallback
teen pop,Teen pop,high,wikidata
chicago soul,Chicago soul,high,wikidata
honky-tonk piano,Sitting by the Riverside,medium,wikipedia_fallback
candy pop,Candy Pop (Twice song),medium,wikipedia_fallback
classic belgian pop,Music genre,medium,wikipedia_fallback
classic malaysian pop,Music genre,medium,wikipedia_fallback
classic canadian rock,Rock You,medium,wikipedia_fallback
pop rock brasileiro,Rita Lee (1980 album),medium,wikipedia_fallback
namibian pop,Music genre,medium,wikipedia_fallback
gospel rap,Christian hip-hop,high,wikidata
sundanese traditional,Karinding,medium,wikipedia_fallback
bc underground hip hop,2000 in hip-hop,medium,wikipedia_fallback
groove room,Préliminaires,medium,wikipedia_fallback
deep east coast hip hop,List of 1990s albums considered the best,medium,wikipedia_fallback
uk tech house,Mason (musician),medium,wikipedia_fallback
kuduro,Kuduro,high,wikidata
drill and bass,Drill 'n' bass,high,wikidata
commons,Jamie N. Commons,medium,wikipedia_fallback
balearic,Balearic beat,high,wikidata
chant basque,List of classical music genres,medium,wikipedia_fallback
arab electronic,Soap Kills,medium,wikipedia_fallback
shamisen,Tsugaru-jamisen,medium,wikipedia_fallback
glitch pop,Glitch (music),medium,wikipedia_fallback
musica prehispanica,,none,unmatched
russian experimental electronic,IC3PEAK,medium,wikipedia_fallback
neo-kraut,Progressive rock,medium,wikipedia_fallback
chill out,Chill-out music,high,wikidata
minimal techno,Minimal techno,high,wikidata
serialism,Serialism,high,wikidata
danish classical,Music of Denmark,medium,wikipedia_fallback
southampton indie,Extreme metal,medium,wikipedia_fallback
violao,Classical guitar,medium,wikipedia_fallback
australian comedy,TISM,medium,wikipedia_fallback
galante era,List of Classical-era composers,medium,wikipedia_fallback
mpb,Música popular brasileira,high,wikidata
romanian folk,Romanian traditional music,high,wikidata
orebro indie,Daniel Adams-Ray,medium,wikipedia_fallback
german choir,Deutscher Chor London,medium,wikipedia_fallback
saskatchewan indie,For John,medium,wikipedia_fallback
ohio indie,Do the Collapse,medium,wikipedia_fallback
nova mpb,Música popular brasileira,medium,wikipedia_fallback
hammered dulcimer,Hammered dulcimer,medium,wikipedia_fallback
sertanejo tradicional,Kizomba,medium,wikipedia_fallback
german pop rock,Tokio Hotel,medium,wikipedia_fallback
classic schlager,Delirium (song),medium,wikipedia_fallback
canadian indie,Stars (Canadian band),medium,wikipedia_fallback
norwegian prog,Rannveig Djønne,medium,wikipedia_fallback
alt-idol,Alternative idol,medium,wikipedia_fallback
punk tuga,Music of Brazil,medium,wikipedia_fallback
welsh rock,Kelly Jones,medium,wikipedia_fallback
lai hla,Music of India,medium,wikipedia_fallback
svensk indie,Hell on Wheels (band),medium,wikipedia_fallback
punk,Punk rock,high,wikidata
finnish soul,Carola Standertskjöld,medium,wikipedia_fallback
finnish hip hop,Finnish hip-hop,high,wikidata
instrumental surf,Surf music,medium,wikipedia_fallback
cumbia villera,Cumbia villera,high,wikidata
ukhc,Lostprophets,medium,wikipedia_fallback
modern funk,Funk,medium,wikipedia_fallback
deep turkish pop,Music genre,medium,wikipedia_fallback
oktoberfest,Beer festival,medium,wikipedia_fallback
turkish alt pop,List of music genres and styles,medium,wikipedia_fallback
junior eurovision,Music of Belgium,medium,wikipedia_fallback
gruperas inmortales,,none,unmatched
tejano,Tejano music,high,wikidata
trance brasileiro,Cultural impact of Michael Jackson,medium,wikipedia_fallback
cumbia sonidera,Mexican cumbia,high,wikidata
nova canco,Nova Cançó,high,wikidata
french romanticism,Romanticism in France,medium,wikipedia_fallback
russian trance,Sovietwave,medium,wikipedia_fallback
gospel singers,Gospel music,medium,wikipedia_fallback
neo-trad doom metal,List of music genres and styles,medium,wikipedia_fallback
karneval,Ljuva karneval!,medium,wikipedia_fallback
string quartet,String quartet,medium,wikipedia_fallback
mod revival,Mod revival,high,wikidata
prog quebec,Nathan Mahl,medium,wikipedia_fallback
northwest china indie,Music of China,medium,wikipedia_fallback
jewish a capella,The Maccabeats,medium,wikipedia_fallback
afro r&b,TurnTable charts,medium,wikipedia_fallback
neue deutsche harte,Neue Deutsche Härte,high,wikidata
musica mocambicana,Music of Mozambique,high,wikidata
trap colombiano,Maluma,medium,wikipedia_fallback
street punk,Street punk,high,wikidata
christian hip hop,Christian hip-hop,high,wikidata
garage rock,Garage rock,high,wikidata
rock dominicano,Dominican rock,high,wikidata
indie rock colombiano,2026 in music,medium,wikipedia_fallback
rap abc paulista,Music censorship,medium,wikipedia_fallback
symphonic rock,Symphonic rock,high,wikidata
indie psychedelic rock,Sour Soul (band),medium,wikipedia_fallback
rap cearense,Wiu (rapper),medium,wikipedia_fallback
denver rap,Horrorcore,medium,wikipedia_fallback
j-pop,J-pop,high,wikidata
new jersey indie,Ships (album),medium,wikipedia_fallback
miami metal,List of music genres and styles,medium,wikipedia_fallback
dominican pop,Thalía discography,medium,wikipedia_fallback
german r&b,Girl You Know It's True (album),medium,wikipedia_fallback
carnaval limburg,,none,unmatched
chill guitar,Black Ice (album),medium,wikipedia_fallback
pop minang,Indo pop,medium,wikipedia_fallback
spanish contemporary classical,Music genre,medium,wikipedia_fallback
ecm-style jazz,Stefano Battaglia,medium,wikipedia_fallback
kapa haka,Kapa haka,high,wikidata
comic metal,Neue Deutsche Härte,medium,wikipedia_fallback
gospel blues,Gospel blues,high,wikidata
chinese jazz,Jazz in China,medium,wikipedia_fallback
manso indie,The Pinker Tones,medium,wikipedia_fallback
cork indie,Stanley Super 800,medium,wikipedia_fallback
classical flute,Monday Michiru,medium,wikipedia_fallback
bossa nova,Bossa nova,high,wikidata
spanish rockabilly,Stray Cat Strut,medium,wikipedia_fallback
cowpunk,Cowpunk,high,wikidata
contemporary vocal jazz,Music genre,medium,wikipedia_fallback
bogor indie,Sebadoh III,medium,wikipedia_fallback
neo-proto,List of music genres and styles,medium,wikipedia_fallback
classic israeli pop,Music genre,medium,wikipedia_fallback
maine indie,2025 in American music,medium,wikipedia_fallback
cantonese opera,Cantonese opera,high,wikidata
chinese idol pop,K-pop,medium,wikipedia_fallback
muzika l'yeladim,,none,unmatched
cerkes muzikleri,,none,unmatched
mexican classic rock,El Tri (band),medium,wikipedia_fallback
devon indie,Devon Werkheiser,medium,wikipedia_fallback
manguebeat,Mangue bit,high,wikidata
swedish indie rock,The Sounds,medium,wikipedia_fallback
jazz funk,Jazz-funk,high,wikidata
palestinian pop,Nasri (musician),medium,wikipedia_fallback
turkish psych,Anatolian rock,medium,wikipedia_fallback
french shoegaze,Alcest,medium,wikipedia_fallback
lustrum,Lustrum (journal),medium,wikipedia_fallback
pop r&b,Contemporary R&B,medium,wikipedia_fallback
north carolina hip hop,Phonte,medium,wikipedia_fallback
experimental black metal,Black metal,medium,wikipedia_fallback
volkstumliche musik,Volkstümliche Musik,high,wikidata
mandopop,Mandopop,high,wikidata
marathi devotional,Ganaraj Gajanan,medium,wikipedia_fallback
ngoni,Bassekou Kouyate,medium,wikipedia_fallback
reggaeton mexicano,El Bogueto,medium,wikipedia_fallback
marimba orquesta,Difosa,medium,wikipedia_fallback
west coast trap,List of hip-hop genres,medium,wikipedia_fallback
hiplife,Hiplife,high,wikidata
ghanaian traditional,King Ayisoba,medium,wikipedia_fallback
old school thrash,Heavy metal fashion,medium,wikipedia_fallback
thrash metal,Thrash metal,high,wikidata
hardcore punk espanol,List of music genres and styles,medium,wikipedia_fallback
mainland se asia metal,Honorific nicknames in popular music,medium,wikipedia_fallback
ensemble stars,Kei Hosogai,medium,wikipedia_fallback
japanese post-hardcore,Fact (band),medium,wikipedia_fallback
french death metal,Music of France,medium,wikipedia_fallback
salay,The Paperboys,medium,wikipedia_fallback
belgian death metal,Ithilien (band),medium,wikipedia_fallback
voidgaze,Stijn Van Cauter,medium,wikipedia_fallback
nordic folk metal,Midnattsol,medium,wikipedia_fallback
polish classical piano,Mazurka,medium,wikipedia_fallback
instrumental djent,List of music genres and styles,medium,wikipedia_fallback
swedish melodeath,Chuck Billy,medium,wikipedia_fallback
florida hardcore,Oliver Chapoy,medium,wikipedia_fallback
chaotic hardcore,Mathcore,medium,wikipedia_fallback
doom metal,Doom metal,high,wikidata
russian metalcore,Nu-Nation,medium,wikipedia_fallback
metal nortista,,none,unmatched
trio huasteco,Conjunto,medium,wikipedia_fallback
frevo,Frevo,high,wikidata
deathcore,Deathcore,high,wikidata
chaabi marocain,Chaabi (Morocco),high,wikidata
swedish stoner rock,The Quill (band),medium,wikipedia_fallback
goregrind,Goregrind,high,wikidata
folclor afrocolombiano,,none,unmatched
mexican death metal,Acrania (band),medium,wikipedia_fallback
italian folk metal,Elvenking (band),medium,wikipedia_fallback
float house,Electronic dance music,medium,wikipedia_fallback
japanese house,The Japanese House,medium,wikipedia_fallback
swedish techno,Adam Beyer,medium,wikipedia_fallback
indie game soundtrack,Music of Game of Thrones,medium,wikipedia_fallback
skweee,Skweee,high,wikidata
chiptune,Chiptune,high,wikidata
dub punk,The Skints,medium,wikipedia_fallback
greek downtempo,List of music genres and styles,medium,wikipedia_fallback
convent,Convent pornography,medium,wikipedia_fallback
reggae,Reggae,high,wikidata
chinese classical,Chinese classical music,high,wikidata
swedish contemporary classical,Music genre,medium,wikipedia_fallback
polish jazz,Polish jazz,high,wikidata
poetry,Rapping,medium,wikipedia_fallback
vlaamse cabaret,Bobbejaan Schoepen,medium,wikipedia_fallback
raggatek,Free tekno,medium,wikipedia_fallback
turkish jazz,Levent Yüksel,medium,wikipedia_fallback
musica campineira,,none,unmatched
cha-cha-cha,Cha-cha-chá (music),high,wikidata
dortmund indie,Rachel Goswell,medium,wikipedia_fallback
chanson quebecois,Christine Charbonneau,medium,wikipedia_fallback
brazilian modern jazz,Music genre,medium,wikipedia_fallback
north carolina indie,Vs the Greatest of All Time,medium,wikipedia_fallback
umbanda,Umbanda,medium,wikipedia_fallback
manitoba indie,Music of Manitoba,medium,wikipedia_fallback
hampton roads indie,The Last Bison,medium,wikipedia_fallback
latin ska,The Return of El Santo,medium,wikipedia_fallback
slovak folk,Slovak folk music,high,wikidata
post-hardcore,Post-hardcore,high,wikidata
ecuadorian pop,Jinsop,medium,wikipedia_fallback
iskelma,Schlager music,high,wikidata
korean trap,Korean hip-hop,medium,wikipedia_fallback
png pop,Music of Papua New Guinea,medium,wikipedia_fallback
youth orchestra,Music of North Carolina,medium,wikipedia_fallback
greek rock,Rock music in Greece,high,wikidata
schlager,Schlager music,high,wikidata
balafon,Mamadou Diabaté (Burkinabe musician),medium,wikipedia_fallback
indie pop rap,Vessel (Twenty One Pilots album),medium,wikipedia_fallback
turkce kadin rap,İbrahim Tatlıses,medium,wikipedia_fallback
assyrian pop,Assyrian folk-pop music,high,wikidata
german drill,Rage (music genre),medium,wikipedia_fallback
finnish trap,Trap music,medium,wikipedia_fallback
rap latina,Reggaeton,medium,wikipedia_fallback
swedish reggae,Papa Dee,medium,wikipedia_fallback
flint hip hop,2025 in hip-hop,medium,wikipedia_fallback
